Date,Time,Locality_Name,Crime_Type
2022-03-24 19:00:00,25-03-2022 13:55,Charminar,FRAUD
2022-03-24 20:00:00,25-03-2022 16:48,Afzalgunj,FRAUD
2022-03-24 21:00:00,25-03-2022 20:24,Pathargatti,TRAFFIC VIOLATION
2022-03-24 22:00:00,25-03-2022 00:44,Basheerbagh,EXTORTION
2022-03-24 23:00:00,25-03-2022 17:02,Falaknuma,EXTORTION
2022-03-25 00:00:00,25-03-2022 23:56,Begum Bazar,IDENTITY THEFT
2022-03-25 01:00:00,25-03-2022 06:11,Ameerpet,TRAFFIC VIOLATION
2022-03-25 02:00:00,25-03-2022 05:23,Charminar,CYBERCRIME
2022-03-25 03:00:00,25-03-2022 12:52,L B Nagar,FRAUD
2022-03-25 04:00:00,25-03-2022 14:44,Nacharam,PUBLIC INTOXICATION
2022-03-25 05:00:00,26-03-2022 01:44,Dilsukhnagar,EXTORTION
2022-03-25 06:00:00,25-03-2022 17:44,Falaknuma,ASSAULT
2022-03-25 07:00:00,26-03-2022 00:10,Basheerbagh,PUBLIC INTOXICATION
2022-03-25 08:00:00,25-03-2022 15:03,Uppal,SHOPLIFTING
2022-03-25 09:00:00,25-03-2022 21:31,Hyderguda,VEHICLE - STOLEN
2022-03-25 10:00:00,25-03-2022 13:09,Kanchanbagh,DRUG OFFENSE
2022-03-25 11:00:00,25-03-2022 23:02,Charminar,FIREARM OFFENSE
2022-03-25 12:00:00,26-03-2022 02:38,Hyderguda,BURGLARY
2022-03-25 13:00:00,26-03-2022 06:03,Kachiguda,FRAUD
2022-03-25 14:00:00,25-03-2022 17:24,Nampally,EXTORTION
2022-03-25 15:00:00,26-03-2022 08:20,Falaknuma,VEHICLE - STOLEN
2022-03-25 16:00:00,25-03-2022 21:02,Secunderabad,FIREARM OFFENSE
2022-03-25 17:00:00,26-03-2022 16:50,Charminar,KIDNAPPING
2022-03-25 18:00:00,25-03-2022 19:13,Jahanuma,ASSAULT
2022-03-25 19:00:00,26-03-2022 16:37,Jahanuma,FIREARM OFFENSE
2022-03-25 20:00:00,25-03-2022 22:06,Kishan Bagh,FIREARM OFFENSE
2022-03-25 21:00:00,26-03-2022 08:45,gachibowli,HOMICIDE
2022-03-25 22:00:00,26-03-2022 08:12,Jahanuma,IDENTITY THEFT
2022-03-25 23:00:00,26-03-2022 09:42,Uppal,COUNTERFEITING
2022-03-26 00:00:00,26-03-2022 12:09,Begum Bazar,DOMESTIC VIOLENCE
2022-03-26 01:00:00,26-03-2022 09:32,gachibowli,EXTORTION
2022-03-26 02:00:00,27-03-2022 01:57,Shamshabad,HOMICIDE
2022-03-26 03:00:00,26-03-2022 08:43,Hyderguda,ILLEGAL POSSESSION
2022-03-26 04:00:00,26-03-2022 17:35,Nampally,FIREARM OFFENSE
2022-03-26 05:00:00,26-03-2022 15:41,Kachiguda,VANDALISM
2022-03-26 06:00:00,26-03-2022 14:25,L B Nagar,COUNTERFEITING
2022-03-26 07:00:00,26-03-2022 12:21,Madhapur,VANDALISM
2022-03-26 08:00:00,26-03-2022 17:54,Dilsukhnagar,SEXUAL ASSAULT
2022-03-26 09:00:00,27-03-2022 06:27,Begum Bazar,ARSON
2022-03-26 10:00:00,26-03-2022 11:42,Lingampally,FIREARM OFFENSE
2022-03-26 11:00:00,26-03-2022 12:32,Ameerpet,SEXUAL ASSAULT
2022-03-26 12:00:00,26-03-2022 13:24,Saidabad,ILLEGAL POSSESSION
2022-03-26 13:00:00,26-03-2022 22:00,Madhapur,ARSON
2022-03-26 14:00:00,26-03-2022 17:37,Ameerpet,DRUG OFFENSE
2022-03-26 15:00:00,27-03-2022 05:41,Basheerbagh,ASSAULT
2022-03-26 16:00:00,27-03-2022 11:07,Charminar,COUNTERFEITING
2022-03-26 17:00:00,27-03-2022 08:53,Kishan Bagh,ILLEGAL POSSESSION
2022-03-26 18:00:00,27-03-2022 08:39,Ibrahimpatnam,FRAUD
2022-03-26 19:00:00,27-03-2022 09:49,Jahanuma,ILLEGAL POSSESSION
2022-03-26 20:00:00,27-03-2022 05:02,Basheerbagh,EXTORTION
2022-03-26 21:00:00,27-03-2022 03:47,Ameerpet,FRAUD
2022-03-26 22:00:00,27-03-2022 00:31,Pathargatti,ILLEGAL POSSESSION
2022-03-26 23:00:00,27-03-2022 19:40,Nampally,VANDALISM
2022-03-27 00:00:00,27-03-2022 19:19,Patancheru,KIDNAPPING
2022-03-27 01:00:00,27-03-2022 18:47,Shamshabad,DRUG OFFENSE
2022-03-27 02:00:00,27-03-2022 14:43,Madhapur,VANDALISM
2022-03-27 03:00:00,27-03-2022 04:02,Hyderguda,DOMESTIC VIOLENCE
2022-03-27 04:00:00,27-03-2022 10:29,Ibrahimpatnam,TRAFFIC VIOLATION
2022-03-27 05:00:00,27-03-2022 06:01,Musheerabad,IDENTITY THEFT
2022-03-27 06:00:00,27-03-2022 18:11,Kachiguda,FRAUD
2022-03-27 07:00:00,28-03-2022 02:01,Madhapur,VANDALISM
2022-03-27 08:00:00,27-03-2022 09:01,Kachiguda,ROBBERY
2022-03-27 09:00:00,28-03-2022 00:17,Begum Bazar,EXTORTION
2022-03-27 10:00:00,28-03-2022 08:07,Madhapur,ROBBERY
2022-03-27 11:00:00,28-03-2022 03:17,Lingampally,CYBERCRIME
2022-03-27 12:00:00,27-03-2022 14:15,Falaknuma,CYBERCRIME
2022-03-27 13:00:00,27-03-2022 22:11,Ibrahimpatnam,VEHICLE - STOLEN
2022-03-27 14:00:00,27-03-2022 23:44,Jahanuma,ROBBERY
2022-03-27 15:00:00,28-03-2022 08:31,L B Nagar,ROBBERY
2022-03-27 16:00:00,27-03-2022 23:07,Charminar,HOMICIDE
2022-03-27 17:00:00,27-03-2022 21:02,Lingampally,KIDNAPPING
2022-03-27 18:00:00,28-03-2022 05:51,Ameerpet,BURGLARY
2022-03-27 19:00:00,28-03-2022 13:57,Jahanuma,SEXUAL ASSAULT
2022-03-27 20:00:00,28-03-2022 09:18,Patancheru,HOMICIDE
2022-03-27 21:00:00,28-03-2022 09:07,Kachiguda,DRUG OFFENSE
2022-03-27 22:00:00,28-03-2022 17:45,Madhapur,IDENTITY THEFT
2022-03-27 23:00:00,28-03-2022 16:55,Begum Bazar,PUBLIC INTOXICATION
2022-03-28 00:00:00,28-03-2022 02:59,Ameerpet,BURGLARY
2022-03-28 01:00:00,28-03-2022 11:44,Ameerpet,ROBBERY
2022-03-28 02:00:00,28-03-2022 03:29,Falaknuma,ARSON
2022-03-28 03:00:00,28-03-2022 11:52,Jahanuma,ILLEGAL POSSESSION
2022-03-28 04:00:00,28-03-2022 22:15,Falaknuma,KIDNAPPING
2022-03-28 05:00:00,28-03-2022 07:15,Madhapur,CYBERCRIME
2022-03-28 06:00:00,28-03-2022 09:39,Pathargatti,ILLEGAL POSSESSION
2022-03-28 07:00:00,28-03-2022 19:20,Hyderguda,VEHICLE - STOLEN
2022-03-28 08:00:00,28-03-2022 22:12,Falaknuma,DOMESTIC VIOLENCE
2022-03-28 09:00:00,28-03-2022 21:36,Madhapur,BURGLARY
2022-03-28 10:00:00,29-03-2022 00:06,L B Nagar,ARSON
2022-03-28 11:00:00,29-03-2022 08:57,Saidabad,ROBBERY
2022-03-28 12:00:00,28-03-2022 20:48,Basheerbagh,HOMICIDE
2022-03-28 13:00:00,28-03-2022 16:30,Hyderguda,KIDNAPPING
2022-03-28 14:00:00,29-03-2022 07:23,Kachiguda,ROBBERY
2022-03-28 15:00:00,29-03-2022 12:54,Kanchanbagh,HOMICIDE
2022-03-28 16:00:00,29-03-2022 07:45,Falaknuma,ARSON
2022-03-28 17:00:00,29-03-2022 12:09,Falaknuma,SHOPLIFTING
2022-03-28 18:00:00,28-03-2022 20:18,Madhapur,DOMESTIC VIOLENCE
2022-03-28 19:00:00,29-03-2022 00:11,Hyderguda,DRUG OFFENSE
2022-03-28 20:00:00,29-03-2022 10:35,Patancheru,FRAUD
2022-03-28 21:00:00,29-03-2022 16:53,Saidabad,DRUG OFFENSE
2022-03-28 22:00:00,29-03-2022 17:00,Basheerbagh,ILLEGAL POSSESSION
2022-03-28 23:00:00,29-03-2022 20:03,Basheerbagh,HOMICIDE
2022-03-29 00:00:00,29-03-2022 10:05,Saidabad,ASSAULT
2022-03-29 01:00:00,29-03-2022 01:17,L B Nagar,PUBLIC INTOXICATION
2022-03-29 02:00:00,29-03-2022 19:30,Begum Bazar,DOMESTIC VIOLENCE
2022-03-29 03:00:00,29-03-2022 11:27,Falaknuma,CYBERCRIME
2022-03-29 04:00:00,30-03-2022 03:46,Madhapur,VANDALISM
2022-03-29 05:00:00,29-03-2022 21:27,Jahanuma,VEHICLE - STOLEN
2022-03-29 06:00:00,29-03-2022 21:57,Falaknuma,SHOPLIFTING
2022-03-29 07:00:00,29-03-2022 12:34,Basheerbagh,PUBLIC INTOXICATION
2022-03-29 08:00:00,29-03-2022 11:56,Falaknuma,FRAUD
2022-03-29 09:00:00,29-03-2022 09:35,Kachiguda,PUBLIC INTOXICATION
2022-03-29 10:00:00,29-03-2022 17:15,Jahanuma,DOMESTIC VIOLENCE
2022-03-29 11:00:00,30-03-2022 10:46,Hyderguda,VANDALISM
2022-03-29 12:00:00,30-03-2022 04:09,Secunderabad,ILLEGAL POSSESSION
2022-03-29 13:00:00,30-03-2022 07:11,Ameerpet,COUNTERFEITING
2022-03-29 14:00:00,30-03-2022 05:04,Basheerbagh,DRUG OFFENSE
2022-03-29 15:00:00,30-03-2022 07:58,Charminar,EXTORTION
2022-03-29 16:00:00,30-03-2022 13:36,Basheerbagh,SHOPLIFTING
2022-03-29 17:00:00,30-03-2022 07:52,Hyderguda,DRUG OFFENSE
2022-03-29 18:00:00,30-03-2022 03:01,Hyderguda,TRAFFIC VIOLATION
2022-03-29 19:00:00,30-03-2022 15:57,Madhapur,DRUG OFFENSE
2022-03-29 20:00:00,30-03-2022 18:41,Falaknuma,ARSON
2022-03-29 21:00:00,30-03-2022 15:01,Charminar,ARSON
2022-03-29 22:00:00,30-03-2022 02:01,Falaknuma,SEXUAL ASSAULT
2022-03-29 23:00:00,30-03-2022 07:15,L B Nagar,PUBLIC INTOXICATION
2022-03-30 00:00:00,30-03-2022 23:38,Madhapur,TRAFFIC VIOLATION
2022-03-30 01:00:00,30-03-2022 13:01,Ibrahimpatnam,VEHICLE - STOLEN
2022-03-30 02:00:00,30-03-2022 11:17,Begum Bazar,CYBERCRIME
2022-03-30 03:00:00,30-03-2022 15:08,Patancheru,KIDNAPPING
2022-03-30 04:00:00,30-03-2022 04:45,Hyderguda,ROBBERY
2022-03-30 05:00:00,30-03-2022 08:09,Falaknuma,SHOPLIFTING
2022-03-30 06:00:00,30-03-2022 18:36,Hyderguda,ARSON
2022-03-30 07:00:00,30-03-2022 21:47,Shamshabad,KIDNAPPING
2022-03-30 08:00:00,31-03-2022 05:38,Ameerpet,ROBBERY
2022-03-30 09:00:00,30-03-2022 15:48,Falaknuma,TRAFFIC VIOLATION
2022-03-30 10:00:00,31-03-2022 02:12,L B Nagar,ASSAULT
2022-03-30 11:00:00,31-03-2022 02:37,Madhapur,SHOPLIFTING
2022-03-30 12:00:00,31-03-2022 00:58,Kachiguda,ILLEGAL POSSESSION
2022-03-30 13:00:00,31-03-2022 07:17,Madhapur,IDENTITY THEFT
2022-03-30 14:00:00,30-03-2022 17:55,L B Nagar,VANDALISM
2022-03-30 15:00:00,30-03-2022 21:08,Hyderguda,EXTORTION
2022-03-30 16:00:00,31-03-2022 13:54,Madhapur,DRUG OFFENSE
2022-03-30 17:00:00,31-03-2022 15:54,Dilsukhnagar,SEXUAL ASSAULT
2022-03-30 18:00:00,31-03-2022 02:16,Falaknuma,CYBERCRIME
2022-03-30 19:00:00,30-03-2022 19:09,Charminar,HOMICIDE
2022-03-30 20:00:00,31-03-2022 03:57,Patancheru,COUNTERFEITING
2022-03-30 21:00:00,31-03-2022 06:32,L B Nagar,TRAFFIC VIOLATION
2022-03-30 22:00:00,31-03-2022 05:08,Dilsukhnagar,DOMESTIC VIOLENCE
2022-03-30 23:00:00,31-03-2022 21:00,Madhapur,VANDALISM
2022-03-31 00:00:00,31-03-2022 22:17,Madhapur,TRAFFIC VIOLATION
2022-03-31 01:00:00,31-03-2022 01:30,Saidabad,CYBERCRIME
2022-03-31 02:00:00,31-03-2022 23:40,Madhapur,SHOPLIFTING
2022-03-31 03:00:00,31-03-2022 10:36,Ameerpet,SHOPLIFTING
2022-03-31 04:00:00,31-03-2022 15:14,Basheerbagh,BURGLARY
2022-03-31 05:00:00,31-03-2022 18:24,Ameerpet,EXTORTION
2022-03-31 06:00:00,31-03-2022 16:52,Basheerbagh,HOMICIDE
2022-03-31 07:00:00,31-03-2022 09:21,Nampally,EXTORTION
2022-03-31 08:00:00,01-04-2022 03:11,Falaknuma,FRAUD
2022-03-31 09:00:00,01-04-2022 08:46,Hyderguda,FRAUD
2022-03-31 10:00:00,01-04-2022 08:46,Hyderguda,DOMESTIC VIOLENCE
2022-03-31 11:00:00,01-04-2022 04:18,Kachiguda,ASSAULT
2022-03-31 12:00:00,31-03-2022 14:39,Kanchanbagh,CYBERCRIME
2022-03-31 13:00:00,01-04-2022 05:53,Basheerbagh,SEXUAL ASSAULT
2022-03-31 14:00:00,01-04-2022 06:46,Afzalgunj,VANDALISM
2022-03-31 15:00:00,31-03-2022 23:53,Madhapur,SHOPLIFTING
2022-03-31 16:00:00,01-04-2022 12:35,Basheerbagh,HOMICIDE
2022-03-31 17:00:00,01-04-2022 16:20,Ameerpet,ARSON
2022-03-31 18:00:00,31-03-2022 19:35,Patancheru,VEHICLE - STOLEN
2022-03-31 19:00:00,01-04-2022 00:04,Patancheru,PUBLIC INTOXICATION
2022-03-31 20:00:00,01-04-2022 15:11,Hyderguda,DOMESTIC VIOLENCE
2022-03-31 21:00:00,01-04-2022 19:25,Kachiguda,SHOPLIFTING
2022-03-31 22:00:00,01-04-2022 01:58,Patancheru,SEXUAL ASSAULT
2022-03-31 23:00:00,01-04-2022 06:26,Hyderguda,ROBBERY
2022-04-01 00:00:00,01-04-2022 14:40,Falaknuma,VANDALISM
2022-04-01 01:00:00,01-04-2022 03:14,Charminar,HOMICIDE
2022-04-01 02:00:00,01-04-2022 05:49,Basheerbagh,SEXUAL ASSAULT
2022-04-01 03:00:00,01-04-2022 03:56,Nampally,HOMICIDE
2022-04-01 04:00:00,01-04-2022 12:07,Basheerbagh,CYBERCRIME
2022-04-01 05:00:00,01-04-2022 14:01,Kachiguda,ARSON
2022-04-01 06:00:00,01-04-2022 23:39,Basheerbagh,EXTORTION
2022-04-01 07:00:00,02-04-2022 02:48,Ibrahimpatnam,IDENTITY THEFT
2022-04-01 08:00:00,01-04-2022 12:58,Hyderguda,EXTORTION
2022-04-01 09:00:00,02-04-2022 05:08,Falaknuma,TRAFFIC VIOLATION
2022-04-01 10:00:00,01-04-2022 20:42,Charminar,BURGLARY
2022-04-01 11:00:00,02-04-2022 03:14,Kanchanbagh,DRUG OFFENSE
2022-04-01 12:00:00,01-04-2022 15:10,Basheerbagh,PUBLIC INTOXICATION
2022-04-01 13:00:00,01-04-2022 16:29,Madhapur,SEXUAL ASSAULT
2022-04-01 14:00:00,01-04-2022 22:44,Kishan Bagh,VEHICLE - STOLEN
2022-04-01 15:00:00,02-04-2022 01:29,Kanchanbagh,PUBLIC INTOXICATION
2022-04-01 16:00:00,01-04-2022 17:29,Madhapur,BURGLARY
2022-04-01 17:00:00,01-04-2022 21:41,Madhapur,EXTORTION
2022-04-01 18:00:00,02-04-2022 13:50,Afzalgunj,ROBBERY
2022-04-01 19:00:00,01-04-2022 23:39,Charminar,BURGLARY
2022-04-01 20:00:00,02-04-2022 17:44,Falaknuma,CYBERCRIME
2022-04-01 21:00:00,02-04-2022 01:59,Basheerbagh,BURGLARY
2022-04-01 22:00:00,02-04-2022 16:41,Hi-Tech City,FRAUD
2022-04-01 23:00:00,02-04-2022 03:44,Patancheru,TRAFFIC VIOLATION
2022-04-02 00:00:00,02-04-2022 10:03,Ibrahimpatnam,CYBERCRIME
2022-04-02 01:00:00,02-04-2022 21:50,Madhapur,DOMESTIC VIOLENCE
2022-04-02 02:00:00,02-04-2022 04:01,Patancheru,DRUG OFFENSE
2022-04-02 03:00:00,03-04-2022 01:37,Lingampally,HOMICIDE
2022-04-02 04:00:00,02-04-2022 21:54,Falaknuma,DOMESTIC VIOLENCE
2022-04-02 05:00:00,02-04-2022 22:16,Basheerbagh,IDENTITY THEFT
2022-04-02 06:00:00,02-04-2022 20:24,Nampally,DRUG OFFENSE
2022-04-02 07:00:00,02-04-2022 10:05,Patancheru,IDENTITY THEFT
2022-04-02 08:00:00,02-04-2022 09:48,Basheerbagh,VANDALISM
2022-04-02 09:00:00,02-04-2022 19:38,gachibowli,BURGLARY
2022-04-02 10:00:00,02-04-2022 10:00,Malakpet,SEXUAL ASSAULT
2022-04-02 11:00:00,03-04-2022 05:29,Pathargatti,FIREARM OFFENSE
2022-04-02 12:00:00,03-04-2022 07:53,Falaknuma,ILLEGAL POSSESSION
2022-04-02 13:00:00,02-04-2022 22:52,Kachiguda,DOMESTIC VIOLENCE
2022-04-02 14:00:00,02-04-2022 14:13,Madhapur,HOMICIDE
2022-04-02 15:00:00,03-04-2022 08:58,Shamshabad,TRAFFIC VIOLATION
2022-04-02 16:00:00,02-04-2022 16:53,Kanchanbagh,VANDALISM
2022-04-02 17:00:00,03-04-2022 03:39,Charminar,DRUG OFFENSE
2022-04-02 18:00:00,03-04-2022 09:43,Madhapur,DRUG OFFENSE
2022-04-02 19:00:00,03-04-2022 12:25,Nampally,VEHICLE - STOLEN
2022-04-02 20:00:00,03-04-2022 01:50,Musheerabad,SEXUAL ASSAULT
2022-04-02 21:00:00,03-04-2022 12:31,Uppal,BURGLARY
2022-04-02 22:00:00,03-04-2022 08:31,Falaknuma,EXTORTION
2022-04-02 23:00:00,03-04-2022 06:19,Ameerpet,VEHICLE - STOLEN
2022-04-03 00:00:00,03-04-2022 10:35,Basheerbagh,CYBERCRIME
2022-04-03 01:00:00,03-04-2022 10:49,Kishan Bagh,EXTORTION
2022-04-03 02:00:00,03-04-2022 22:22,Saidabad,VANDALISM
2022-04-03 03:00:00,03-04-2022 03:58,Saidabad,CYBERCRIME
2022-04-03 04:00:00,03-04-2022 20:04,Charminar,ROBBERY
2022-04-03 05:00:00,04-04-2022 02:54,Kachiguda,HOMICIDE
2022-04-03 06:00:00,03-04-2022 20:38,Madhapur,HOMICIDE
2022-04-03 07:00:00,04-04-2022 03:18,Falaknuma,EXTORTION
2022-04-03 08:00:00,03-04-2022 23:40,Pathargatti,SEXUAL ASSAULT
2022-04-03 09:00:00,03-04-2022 13:33,Nampally,DRUG OFFENSE
2022-04-03 10:00:00,03-04-2022 17:59,Patancheru,HOMICIDE
2022-04-03 11:00:00,03-04-2022 18:36,Basheerbagh,DOMESTIC VIOLENCE
2022-04-03 12:00:00,03-04-2022 22:27,Basheerbagh,HOMICIDE
2022-04-03 13:00:00,03-04-2022 13:21,Charminar,FIREARM OFFENSE
2022-04-03 14:00:00,04-04-2022 10:31,Basheerbagh,VANDALISM
2022-04-03 15:00:00,04-04-2022 12:04,Jahanuma,TRAFFIC VIOLATION
2022-04-03 16:00:00,04-04-2022 09:41,Kachiguda,KIDNAPPING
2022-04-03 17:00:00,04-04-2022 15:56,Basheerbagh,FRAUD
2022-04-03 18:00:00,04-04-2022 13:16,Hyderguda,PUBLIC INTOXICATION
2022-04-03 19:00:00,04-04-2022 02:52,Charminar,EXTORTION
2022-04-03 20:00:00,04-04-2022 03:05,Madhapur,TRAFFIC VIOLATION
2022-04-03 21:00:00,04-04-2022 20:51,Hyderguda,HOMICIDE
2022-04-03 22:00:00,04-04-2022 00:09,Madhapur,VEHICLE - STOLEN
2022-04-03 23:00:00,04-04-2022 15:20,Nampally,TRAFFIC VIOLATION
2022-04-04 00:00:00,04-04-2022 21:51,Kishan Bagh,PUBLIC INTOXICATION
2022-04-04 01:00:00,04-04-2022 21:21,Kachiguda,DRUG OFFENSE
2022-04-04 02:00:00,04-04-2022 07:04,gachibowli,TRAFFIC VIOLATION
2022-04-04 03:00:00,04-04-2022 12:21,Nampally,ILLEGAL POSSESSION
2022-04-04 04:00:00,05-04-2022 00:54,Patancheru,ILLEGAL POSSESSION
2022-04-04 05:00:00,04-04-2022 11:28,L B Nagar,FRAUD
2022-04-04 06:00:00,04-04-2022 17:36,Falaknuma,FRAUD
2022-04-04 07:00:00,04-04-2022 18:51,L B Nagar,SHOPLIFTING
2022-04-04 08:00:00,04-04-2022 23:02,L B Nagar,TRAFFIC VIOLATION
2022-04-04 09:00:00,04-04-2022 14:08,Falaknuma,KIDNAPPING
2022-04-04 10:00:00,04-04-2022 19:19,Madhapur,ROBBERY
2022-04-04 11:00:00,04-04-2022 12:27,Kachiguda,ILLEGAL POSSESSION
2022-04-04 12:00:00,05-04-2022 02:14,Madhapur,ILLEGAL POSSESSION
2022-04-04 13:00:00,04-04-2022 21:11,Kukatpally,PUBLIC INTOXICATION
2022-04-04 14:00:00,05-04-2022 04:35,Falaknuma,ROBBERY
2022-04-04 15:00:00,04-04-2022 22:22,Hyderguda,PUBLIC INTOXICATION
2022-04-04 16:00:00,05-04-2022 03:14,Ameerpet,SEXUAL ASSAULT
2022-04-04 17:00:00,05-04-2022 10:23,Kachiguda,SHOPLIFTING
2022-04-04 18:00:00,05-04-2022 13:30,Madhapur,VEHICLE - STOLEN
2022-04-04 19:00:00,05-04-2022 09:01,Falaknuma,ROBBERY
2022-04-04 20:00:00,05-04-2022 01:33,Hyderguda,ROBBERY
2022-04-04 21:00:00,05-04-2022 01:53,Hyderguda,TRAFFIC VIOLATION
2022-04-04 22:00:00,05-04-2022 02:54,Patancheru,DRUG OFFENSE
2022-04-04 23:00:00,05-04-2022 00:36,Kanchanbagh,ILLEGAL POSSESSION
2022-04-05 00:00:00,05-04-2022 22:42,Hyderguda,VANDALISM
2022-04-05 01:00:00,05-04-2022 12:43,Falaknuma,FIREARM OFFENSE
2022-04-05 02:00:00,05-04-2022 18:09,Kachiguda,ARSON
2022-04-05 03:00:00,05-04-2022 17:29,Jahanuma,ASSAULT
2022-04-05 04:00:00,06-04-2022 00:23,Kachiguda,IDENTITY THEFT
2022-04-05 05:00:00,05-04-2022 12:49,Lingampally,TRAFFIC VIOLATION
2022-04-05 06:00:00,05-04-2022 17:28,Nampally,BURGLARY
2022-04-05 07:00:00,05-04-2022 14:15,Basheerbagh,SHOPLIFTING
2022-04-05 08:00:00,05-04-2022 19:10,Patancheru,FIREARM OFFENSE
2022-04-05 09:00:00,05-04-2022 11:14,Nampally,PUBLIC INTOXICATION
2022-04-05 10:00:00,05-04-2022 21:43,Musheerabad,IDENTITY THEFT
2022-04-05 11:00:00,05-04-2022 11:33,Falaknuma,DRUG OFFENSE
2022-04-05 12:00:00,06-04-2022 05:45,Falaknuma,FIREARM OFFENSE
2022-04-05 13:00:00,05-04-2022 19:40,Saidabad,FRAUD
2022-04-05 14:00:00,05-04-2022 22:41,Falaknuma,BURGLARY
2022-04-05 15:00:00,06-04-2022 00:11,Charminar,CYBERCRIME
2022-04-05 16:00:00,06-04-2022 08:05,Ameerpet,COUNTERFEITING
2022-04-05 17:00:00,06-04-2022 00:17,Madhapur,KIDNAPPING
2022-04-05 18:00:00,06-04-2022 17:34,Madhapur,VEHICLE - STOLEN
2022-04-05 19:00:00,05-04-2022 19:13,Falaknuma,VEHICLE - STOLEN
2022-04-05 20:00:00,06-04-2022 00:12,Hyderguda,ILLEGAL POSSESSION
2022-04-05 21:00:00,06-04-2022 19:39,Madhapur,DRUG OFFENSE
2022-04-05 22:00:00,06-04-2022 01:29,Ameerpet,TRAFFIC VIOLATION
2022-04-05 23:00:00,06-04-2022 10:40,Basheerbagh,VANDALISM
2022-04-06 00:00:00,06-04-2022 05:54,Charminar,DRUG OFFENSE
2022-04-06 01:00:00,06-04-2022 04:58,Madhapur,PUBLIC INTOXICATION
2022-04-06 02:00:00,06-04-2022 05:55,Begum Bazar,VEHICLE - STOLEN
2022-04-06 03:00:00,06-04-2022 20:04,Falaknuma,FRAUD
2022-04-06 04:00:00,06-04-2022 14:21,Charminar,PUBLIC INTOXICATION
2022-04-06 05:00:00,06-04-2022 11:53,Saidabad,KIDNAPPING
2022-04-06 06:00:00,07-04-2022 03:07,Basheerbagh,IDENTITY THEFT
2022-04-06 07:00:00,06-04-2022 10:21,Charminar,VANDALISM
2022-04-06 08:00:00,06-04-2022 14:35,Basheerbagh,ARSON
2022-04-06 09:00:00,06-04-2022 21:52,Dilsukhnagar,ILLEGAL POSSESSION
2022-04-06 10:00:00,07-04-2022 08:30,Falaknuma,DOMESTIC VIOLENCE
2022-04-06 11:00:00,06-04-2022 16:09,Hi-Tech City,FRAUD
2022-04-06 12:00:00,07-04-2022 09:09,Hyderguda,EXTORTION
2022-04-06 13:00:00,06-04-2022 14:43,Kukatpally,TRAFFIC VIOLATION
2022-04-06 14:00:00,07-04-2022 09:34,Kachiguda,FRAUD
2022-04-06 15:00:00,07-04-2022 01:56,Musheerabad,ARSON
2022-04-06 16:00:00,07-04-2022 04:18,Basheerbagh,SEXUAL ASSAULT
2022-04-06 17:00:00,07-04-2022 14:28,Basheerbagh,ILLEGAL POSSESSION
2022-04-06 18:00:00,07-04-2022 09:00,Falaknuma,HOMICIDE
2022-04-06 19:00:00,06-04-2022 23:51,Falaknuma,ASSAULT
2022-04-06 20:00:00,06-04-2022 20:43,Falaknuma,ILLEGAL POSSESSION
2022-04-06 21:00:00,07-04-2022 02:03,Hyderguda,PUBLIC INTOXICATION
2022-04-06 22:00:00,06-04-2022 23:04,Nampally,ROBBERY
2022-04-06 23:00:00,07-04-2022 04:36,L B Nagar,DOMESTIC VIOLENCE
2022-04-07 00:00:00,07-04-2022 13:02,Kachiguda,ILLEGAL POSSESSION
2022-04-07 01:00:00,07-04-2022 18:30,Basheerbagh,VANDALISM
2022-04-07 02:00:00,07-04-2022 19:31,Kachiguda,DRUG OFFENSE
2022-04-07 03:00:00,07-04-2022 06:29,Kanchanbagh,COUNTERFEITING
2022-04-07 04:00:00,07-04-2022 18:46,Falaknuma,KIDNAPPING
2022-04-07 05:00:00,08-04-2022 03:33,Falaknuma,ROBBERY
2022-04-07 06:00:00,07-04-2022 14:26,Charminar,ILLEGAL POSSESSION
2022-04-07 07:00:00,07-04-2022 08:13,Madhapur,PUBLIC INTOXICATION
2022-04-07 08:00:00,08-04-2022 05:24,Kachiguda,FRAUD
2022-04-07 09:00:00,07-04-2022 22:09,Basheerbagh,VEHICLE - STOLEN
2022-04-07 10:00:00,08-04-2022 02:00,Basheerbagh,CYBERCRIME
2022-04-07 11:00:00,07-04-2022 23:27,Begum Bazar,DRUG OFFENSE
2022-04-07 12:00:00,08-04-2022 00:32,Madhapur,HOMICIDE
2022-04-07 13:00:00,07-04-2022 22:40,Jahanuma,TRAFFIC VIOLATION
2022-04-07 14:00:00,08-04-2022 08:47,Dilsukhnagar,KIDNAPPING
2022-04-07 15:00:00,07-04-2022 22:01,Madhapur,PUBLIC INTOXICATION
2022-04-07 16:00:00,08-04-2022 08:08,Musheerabad,TRAFFIC VIOLATION
2022-04-07 17:00:00,08-04-2022 16:30,Patancheru,ILLEGAL POSSESSION
2022-04-07 18:00:00,08-04-2022 01:32,Kachiguda,FIREARM OFFENSE
2022-04-07 19:00:00,08-04-2022 03:31,Basheerbagh,SEXUAL ASSAULT
2022-04-07 20:00:00,07-04-2022 22:59,Patancheru,BURGLARY
2022-04-07 21:00:00,08-04-2022 07:10,Hyderguda,FIREARM OFFENSE
2022-04-07 22:00:00,08-04-2022 16:06,Madhapur,CYBERCRIME
